"","date","count","event","semester","type","tag75","tag69","tag66","substitute_time","datetime","posix","weekday","year","semester_week"
"1111",2016-03-15,255,"Spring Break","Spring","Dinner"," rice; chicken vegetable curry; spring duck and green roll; jasmine vegetables; scallion emerald"," rice; emerald vegetables; scallion roll; and vegetable curry; jasmine duck spring green chicken"," rice; green vegetable roll; duck sauce","18:00:00","2016-03-15 18:00:00",2016-03-15 18:00:00,"Tuesday",2016,8
"1112",2016-03-16,260,"Spring Break","Spring","Lunch"," torta; chicken mole cuban corn blue tortilla"," torta; chicken mole cuban corn tortilla blue"," torta; chicken mole cuban corn tortilla blue","13:00:00","2016-03-16 13:00:00",2016-03-16 13:00:00,"Wednesday",2016,8
"1113",2016-03-16,185,"Spring Break","Spring","Dinner"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","18:00:00","2016-03-16 18:00:00",2016-03-16 18:00:00,"Wednesday",2016,8
"1114",2016-03-17,231,"Spring Break","Spring","Lunch"," wrap; chicken and cape cod kettle"," wrap; chicken and cod cape kettle"," wrap; chicken and chips cod cape kettle","13:00:00","2016-03-17 13:00:00",2016-03-17 13:00:00,"Thursday",2016,8
"1115",2016-03-17,259,"Spring Break","Spring","Dinner"," steamed rice bison chili; turkey carrots;"," steamed bison rice chili; turkey carrots;"," steamed rice bison turkey chili; carrots;","18:00:00","2016-03-17 18:00:00",2016-03-17 18:00:00,"Thursday",2016,8
"1116",2016-03-18,220,"Spring Break","Spring","Lunch"," fried green catfish sweet potato hoagie; tomato tortilla sandwich;"," fried tomato sweet potato green sandwich; catfish hoagie; tortilla"," fried tomato green sandwich; hoagie; catfish tortilla sweet potato","13:00:00","2016-03-18 13:00:00",2016-03-18 13:00:00,"Friday",2016,9
"1117",2016-03-18,249,"Spring Break","Spring","Dinner"," chimichurri sauce; steak; grilled flank verde valencia; potatoes; paella mediterranean rojo"," sauce; chimichurri flank verde steak; rojo grilled"," sauce; chimichurri flank verde steak; rojo grilled","18:00:00","2016-03-18 18:00:00",2016-03-18 18:00:00,"Friday",2016,9
"1118",2016-03-19,356,"Spring Break","Spring","Lunch"," bbq italian water cut roll; french cold pulled grinder;","other"," pulled potato sweet chicken; water roll;","13:00:00","2016-03-19 13:00:00",2016-03-19 13:00:00,"Saturday",2016,9
"1119",2016-03-19,398,"Spring Break","Spring","Dinner"," bar noodle"," bar noodle"," bar noodle","18:00:00","2016-03-19 18:00:00",2016-03-19 18:00:00,"Saturday",2016,9
"1120",2016-03-20,223,"Spring Break","Spring","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-03-20 8:00:00",2016-03-20 08:00:00,"Sunday",2016,9
"1121",2016-03-20,492,"Spring Break","Spring","Lunch"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","13:00:00","2016-03-20 13:00:00",2016-03-20 13:00:00,"Sunday",2016,9
"1122",2016-03-20,902,"Spring Break","Spring","Dinner"," salmon; delmonico of seasonal vegetables; gratin"," delmonico salmon; seasonal gratin of vegetables;"," delmonico salmon; seasonal gratin of vegetables;","18:00:00","2016-03-20 18:00:00",2016-03-20 18:00:00,"Sunday",2016,9
"1123",2016-03-21,845,"No Event","Spring","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-03-21 8:00:00",2016-03-21 08:00:00,"Monday",2016,9
"1124",2016-03-21,617,"No Event","Spring","Lunch"," sausage patty; sausage); egg (no mccharlie tater chicken"," sausage patty; chicken sandwich; (no mccharlie sausage); tater egg"," sausage patty; chicken sandwich; (no mccharlie sausage); tater egg","13:00:00","2016-03-21 13:00:00",2016-03-21 13:00:00,"Monday",2016,9
"1125",2016-03-21,1380,"No Event","Spring","Dinner"," tortilla; corn fajita filling; chicken with"," tortilla; corn fajita filling; chicken with"," tortilla; filling; fajita corn chicken black","18:00:00","2016-03-21 18:00:00",2016-03-21 18:00:00,"Monday",2016,9
"1126",2016-03-22,868,"No Event","Spring","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-03-22 8:00:00",2016-03-22 08:00:00,"Tuesday",2016,9
"1127",2016-03-22,769,"No Event","Spring","Lunch"," hot burger; hamburger beef all dog"," hot burger; hamburger french dog beef all"," hot burger; hamburger french dog beef all","13:00:00","2016-03-22 13:00:00",2016-03-22 13:00:00,"Tuesday",2016,9
"1128",2016-03-22,1223,"No Event","Spring","Dinner"," general tso's sticky chicken; szechuan green"," green chicken; szechuan general tso's sticky"," rice; green vegetable roll; duck sauce","18:00:00","2016-03-22 18:00:00",2016-03-22 18:00:00,"Tuesday",2016,9
"1129",2016-03-23,954,"No Event","Spring","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-03-23 8:00:00",2016-03-23 08:00:00,"Wednesday",2016,9
"1130",2016-03-23,776,"No Event","Spring","Lunch"," asian bbq bulgogi sandwich; rolls; sub"," asian bbq bulgogi sandwich; sub rolls;"," asian bbq bulgogi sandwich; sub rolls;","13:00:00","2016-03-23 13:00:00",2016-03-23 13:00:00,"Wednesday",2016,9
"1131",2016-03-23,904,"No Event","Spring","Dinner"," steamed rice bison chili; turkey carrots;"," steamed bison rice chili; turkey carrots;"," steamed rice bison turkey chili; carrots;","18:00:00","2016-03-23 18:00:00",2016-03-23 18:00:00,"Wednesday",2016,9
"1132",2016-03-24,782,"No Event","Spring","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-03-24 8:00:00",2016-03-24 08:00:00,"Thursday",2016,9
"1133",2016-03-24,948,"No Event","Spring","Lunch"," sauce; cheese peas marinara alfredo steamed bolognese"," sauce; cheese alfredo peas marinara bolognese steamed"," sauce; cheese marinara steamed alfredo peas bolognese","13:00:00","2016-03-24 13:00:00",2016-03-24 13:00:00,"Thursday",2016,9
"1134",2016-03-24,1235,"No Event","Spring","Dinner"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","18:00:00","2016-03-24 18:00:00",2016-03-24 18:00:00,"Thursday",2016,9
"1135",2016-03-25,765,"No Event","Spring","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-03-25 8:00:00",2016-03-25 08:00:00,"Friday",2016,10
"1136",2016-03-25,680,"No Event","Spring","Lunch"," wrap; chicken and cape cod kettle"," wrap; chicken and cod cape kettle"," wrap; chicken and chips cod cape kettle","13:00:00","2016-03-25 13:00:00",2016-03-25 13:00:00,"Friday",2016,10
"1137",2016-03-25,855,"No Event","Spring","Dinner"," creole choux blackened chicken; jambalaya; corn maque catfish;"," blackened catfish; creole chicken; jambalaya; maque corn choux"," blackened catfish; creole chicken; jambalaya; maque corn choux","18:00:00","2016-03-25 18:00:00",2016-03-25 18:00:00,"Friday",2016,10
"1138",2016-03-26,423,"No Event","Spring","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-03-26 8:00:00",2016-03-26 08:00:00,"Saturday",2016,10
"1139",2016-03-26,839,"No Event","Spring","Lunch"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","13:00:00","2016-03-26 13:00:00",2016-03-26 13:00:00,"Saturday",2016,10
"1140",2016-03-26,1008,"No Event","Spring","Dinner"," cheese quesadilla; chicken taco filling; refried beef vegetarian black beans; tostitos; olives; cream; & lettuce; sour iceberg guacamole;"," cheese quesadilla; chicken taco filling; iceberg lettuce; tostitos; sour black cream; corn beef"," cheese quesadilla; chicken taco filling; iceberg lettuce; tostitos; sour black cream; corn beef","18:00:00","2016-03-26 18:00:00",2016-03-26 18:00:00,"Saturday",2016,10
"1141",2016-03-27,314,"No Event","Spring","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-03-27 8:00:00",2016-03-27 08:00:00,"Sunday",2016,10
"1142",2016-03-27,851,"No Event","Spring","Lunch"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","13:00:00","2016-03-27 13:00:00",2016-03-27 13:00:00,"Sunday",2016,10
"1143",2016-03-27,1061,"No Event","Spring","Dinner"," roasted lavender scalloped potato chicken; honey"," roasted scalloped potato braised beef ale short ribs;"," roasted scalloped potato braised beef ale short ribs;","18:00:00","2016-03-27 18:00:00",2016-03-27 18:00:00,"Sunday",2016,10
"1144",2016-03-28,831,"No Event","Spring","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-03-28 8:00:00",2016-03-28 08:00:00,"Monday",2016,10
"1145",2016-03-28,838,"No Event","Spring","Lunch"," tortilla potato turkey sweet citrus aioli; arugula;"," turkey arugula; aioli; citrus burger; potato sweet roll;"," turkey arugula; aioli; citrus burger; potato sweet roll;","13:00:00","2016-03-28 13:00:00",2016-03-28 13:00:00,"Monday",2016,10
"1146",2016-03-28,1319,"No Event","Spring","Dinner"," potato cheese pierogi chicken & w/ apples"," cheese potato w/ apples pierogi &"," cheese & potato pierogi apples w/","18:00:00","2016-03-28 18:00:00",2016-03-28 18:00:00,"Monday",2016,10
"1147",2016-03-29,837,"No Event","Spring","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-03-29 8:00:00",2016-03-29 08:00:00,"Tuesday",2016,10
"1148",2016-03-29,668,"No Event","Spring","Lunch"," shrimp quarter"" dip; po boy ""french"," shrimp dip; quarter"" boy ""french po"," shrimp dip; quarter"" boy ""french po","13:00:00","2016-03-29 13:00:00",2016-03-29 13:00:00,"Tuesday",2016,10
"1149",2016-03-29,1329,"No Event","Spring","Dinner"," rice; crab rangoons; jasmine duck stir beef broccoli fry; with"," rice; rangoons; crab duck jasmine broccoli beef stir with fry;"," rice; rangoons; crab duck jasmine broccoli beef stir with fry;","18:00:00","2016-03-29 18:00:00",2016-03-29 18:00:00,"Tuesday",2016,10
"1150",2016-03-30,916,"No Event","Spring","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-03-30 8:00:00",2016-03-30 08:00:00,"Wednesday",2016,10
"1151",2016-03-30,874,"No Event","Spring","Lunch"," hot burger; hamburger beef all dog"," hot burger; hamburger french dog beef all"," hot burger; hamburger french dog beef all","13:00:00","2016-03-30 13:00:00",2016-03-30 13:00:00,"Wednesday",2016,10
"1152",2016-03-30,1287,"No Event","Spring","Dinner"," roasted southern tips mushrooms; red sirloin fried mashed with"," roasted with steamed broccoli mashed red"," roasted steamed with broccoli rosemary red mashed","18:00:00","2016-03-30 18:00:00",2016-03-30 18:00:00,"Wednesday",2016,10
"1153",2016-03-31,790,"No Event","Spring","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-03-31 8:00:00",2016-03-31 08:00:00,"Thursday",2016,10
"1154",2016-03-31,810,"No Event","Spring","Lunch"," cantina bar taco"," cantina bar taco"," cantina bar taco","13:00:00","2016-03-31 13:00:00",2016-03-31 13:00:00,"Thursday",2016,10
"1155",2016-03-31,1113,"No Event","Spring","Dinner"," with basmati indian of spiced lamb citrus mint; potatoes; roast leg and"," with basmati indian spiced potatoes; mint; citrus and of leg roast lamb"," with basmati indian spiced potatoes; mint; citrus and of leg roast lamb","18:00:00","2016-03-31 18:00:00",2016-03-31 18:00:00,"Thursday",2016,10
"1156",2016-04-01,782,"No Event","Spring","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-04-01 8:00:00",2016-04-01 08:00:00,"Friday",2016,11
"1157",2016-04-01,682,"No Event","Spring","Lunch"," tartar cole slaw; chop american new england"," tartar slaw; cole new england fry; fish"," tartar slaw; cole new england fry; fish","13:00:00","2016-04-01 13:00:00",2016-04-01 13:00:00,"Friday",2016,11
"1158",2016-04-01,748,"No Event","Spring","Dinner"," and roast sauce; chicken porcini in"," and porcini sauce; in chicken roast"," and sauce; in chicken roast porcini","18:00:00","2016-04-01 18:00:00",2016-04-01 18:00:00,"Friday",2016,11
"1159",2016-04-02,388,"No Event","Spring","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-04-02 8:00:00",2016-04-02 08:00:00,"Saturday",2016,11
"1160",2016-04-02,837,"No Event","Spring","Lunch"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","13:00:00","2016-04-02 13:00:00",2016-04-02 13:00:00,"Saturday",2016,11
"1161",2016-04-02,894,"No Event","Spring","Dinner"," chicken wings; cheese celery; blue bbq carrots; honey buffalo"," chicken wings; cheese buffalo philly cheesesteak beef;"," chicken wings; cheese buffalo philly cheesesteak beef;","18:00:00","2016-04-02 18:00:00",2016-04-02 18:00:00,"Saturday",2016,11
"1162",2016-04-03,288,"No Event","Spring","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-04-03 8:00:00",2016-04-03 08:00:00,"Sunday",2016,11
"1163",2016-04-03,843,"No Event","Spring","Lunch"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","13:00:00","2016-04-03 13:00:00",2016-04-03 13:00:00,"Sunday",2016,11
"1164",2016-04-03,958,"No Event","Spring","Dinner"," of gravy; mashed roast breast roasted"," of mashed roast gravy; breast roasted"," roasted of new butter; potatoes roast","18:00:00","2016-04-03 18:00:00",2016-04-03 18:00:00,"Sunday",2016,11
"1165",2016-04-04,903,"No Event","Spring","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-04-04 8:00:00",2016-04-04 08:00:00,"Monday",2016,11
"1166",2016-04-04,761,"No Event","Spring","Lunch"," garlic herb steamed and chicken broccoli"," chicken herb and broccoli steamed garlic"," chicken herb and broccoli steamed garlic","13:00:00","2016-04-04 13:00:00",2016-04-04 13:00:00,"Monday",2016,11
"1167",2016-04-04,1320,"No Event","Spring","Dinner"," tortilla; corn fajita filling; chicken with"," tortilla; corn fajita filling; chicken with"," tortilla; filling; fajita corn chicken black","18:00:00","2016-04-04 18:00:00",2016-04-04 18:00:00,"Monday",2016,11
"1168",2016-04-05,782,"No Event","Spring","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-04-05 8:00:00",2016-04-05 08:00:00,"Tuesday",2016,11
"1169",2016-04-05,789,"No Event","Spring","Lunch"," grilled sandwich; basil portabella aioli mozz chicken w/fresh"," grilled sandwich; mozz portabella w/fresh chicken aioli basil"," grilled sandwich; mozz portabella w/fresh chicken aioli basil","13:00:00","2016-04-05 13:00:00",2016-04-05 13:00:00,"Tuesday",2016,11
"1170",2016-04-05,1293,"No Event","Spring","Dinner"," roasted relish; mediterranean olive steak; flat iron seared salmon; grilled potatoes rosemary"," roasted rosemary flat steamed snap steak; iron sugar"," roasted steamed with broccoli rosemary red mashed","18:00:00","2016-04-05 18:00:00",2016-04-05 18:00:00,"Tuesday",2016,11
"1171",2016-04-06,898,"No Event","Spring","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-04-06 8:00:00",2016-04-06 08:00:00,"Wednesday",2016,11
"1172",2016-04-06,894,"No Event","Spring","Lunch"," sandwich; charlie's steak chicken seeded steakhouse"," sausage patty; chicken sandwich; (no mccharlie sausage); tater egg"," sausage patty; chicken sandwich; (no mccharlie sausage); tater egg","13:00:00","2016-04-06 13:00:00",2016-04-06 13:00:00,"Wednesday",2016,11
"1173",2016-04-06,1226,"No Event","Spring","Dinner"," steamed short kalbi fried chicken; breast teriyaki ribs; beef of"," steamed short breast of fried ribs; kalbi beef chicken; teriyaki"," steamed short breast of fried ribs; kalbi beef chicken; teriyaki","18:00:00","2016-04-06 18:00:00",2016-04-06 18:00:00,"Wednesday",2016,11
"1174",2016-04-07,751,"No Event","Spring","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-04-07 8:00:00",2016-04-07 08:00:00,"Thursday",2016,11
"1175",2016-04-07,790,"No Event","Spring","Lunch"," southwestern cole sweet water potato roll; chicken;"," pulled chicken; sweet potato pork; roll; water"," pulled potato sweet chicken; water roll;","13:00:00","2016-04-07 13:00:00",2016-04-07 13:00:00,"Thursday",2016,11
"1176",2016-04-07,1197,"No Event","Spring","Dinner"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","18:00:00","2016-04-07 18:00:00",2016-04-07 18:00:00,"Thursday",2016,11
"1177",2016-04-08,821,"No Event","Spring","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-04-08 8:00:00",2016-04-08 08:00:00,"Friday",2016,12
"1178",2016-04-08,721,"No Event","Spring","Lunch"," grilled and vermont tomato; cheddar cheese;"," grilled and cheese; tomato; vermont cheddar"," grilled and cheese; tomato; vermont cheddar","13:00:00","2016-04-08 13:00:00",2016-04-08 13:00:00,"Friday",2016,12
"1179",2016-04-08,728,"No Event","Spring","Dinner"," cous roasted shrimp vegetables; honey and chicken; harissa casablanca chraime; tfaya"," cous roasted harissa chicken; and honey"," cous roasted harissa chicken; and honey","18:00:00","2016-04-08 18:00:00",2016-04-08 18:00:00,"Friday",2016,12
"1180",2016-04-09,515,"No Event","Spring","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-04-09 8:00:00",2016-04-09 08:00:00,"Saturday",2016,12
"1181",2016-04-09,686,"No Event","Spring","Lunch"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","13:00:00","2016-04-09 13:00:00",2016-04-09 13:00:00,"Saturday",2016,12
"1182",2016-04-09,892,"No Event","Spring","Dinner"," broccoli steamed spaghetti; marinara sauce; meatballs; calzone; cheese"," broccoli steamed spaghetti; sauce; marinara cheese meatballs; calzone;"," broccoli steamed spaghetti; sauce; marinara cheese meatballs; calzone;","18:00:00","2016-04-09 18:00:00",2016-04-09 18:00:00,"Saturday",2016,12
"1183",2016-04-10,359,"No Event","Spring","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-04-10 8:00:00",2016-04-10 08:00:00,"Sunday",2016,12
"1184",2016-04-10,800,"No Event","Spring","Lunch"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","13:00:00","2016-04-10 13:00:00",2016-04-10 13:00:00,"Sunday",2016,12
"1185",2016-04-10,668,"No Event","Spring","Dinner"," new roasted in butter; potatoes parsley beets;"," new roasted in parsley butter; beets; potatoes"," roasted of new butter; potatoes roast","18:00:00","2016-04-10 18:00:00",2016-04-10 18:00:00,"Sunday",2016,12
"1186",2016-04-11,871,"No Event","Spring","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-04-11 8:00:00",2016-04-11 08:00:00,"Monday",2016,12
"1187",2016-04-11,751,"No Event","Spring","Lunch"," gyro; olives; cheese; feta tzatziki kalamata lettuce; iceberg pita bread;"," gyro; iceberg olives; feta tzatziki cheese; lettuce; bread; kalamata pita"," gyro; iceberg olives; feta tzatziki cheese; lettuce; bread; kalamata pita","13:00:00","2016-04-11 13:00:00",2016-04-11 13:00:00,"Monday",2016,12
"1188",2016-04-11,1254,"No Event","Spring","Dinner"," bbq chicken; pork corn spare smoky ribs; mountain"," bbq pork chicken; spare corn and"," bbq pork chicken; spare corn and","18:00:00","2016-04-11 18:00:00",2016-04-11 18:00:00,"Monday",2016,12
"1189",2016-04-12,851,"No Event","Spring","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-04-12 8:00:00",2016-04-12 08:00:00,"Tuesday",2016,12
"1190",2016-04-12,773,"No Event","Spring","Lunch"," arugula and salad sandwich; fontina; with artichoke grilled cavatappi hummus chicken pasta"," and arugula hummus cavatappi with pasta grilled chicken fontina;"," and arugula hummus cavatappi with pasta grilled chicken fontina;","13:00:00","2016-04-12 13:00:00",2016-04-12 13:00:00,"Tuesday",2016,12
"1191",2016-04-12,1040,"No Event","Spring","Dinner"," rice; chicken vegetable curry; spring duck and green roll; jasmine vegetables; scallion emerald"," rice; emerald vegetables; scallion roll; and vegetable curry; jasmine duck spring green chicken"," rice; green vegetable roll; duck sauce","18:00:00","2016-04-12 18:00:00",2016-04-12 18:00:00,"Tuesday",2016,12
"1192",2016-04-13,935,"No Event","Spring","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-04-13 8:00:00",2016-04-13 08:00:00,"Wednesday",2016,12
"1193",2016-04-13,905,"No Event","Spring","Lunch"," torta; chicken mole cuban corn blue tortilla"," torta; chicken mole cuban corn tortilla blue"," torta; chicken mole cuban corn tortilla blue","13:00:00","2016-04-13 13:00:00",2016-04-13 13:00:00,"Wednesday",2016,12
"1194",2016-04-13,1249,"No Event","Spring","Dinner"," lasagna zucchini red al and with eggplant"," lasagna al zucchini and chicken forno; marsala;"," lasagna al zucchini and chicken forno;","18:00:00","2016-04-13 18:00:00",2016-04-13 18:00:00,"Wednesday",2016,12
"1195",2016-04-14,801,"No Event","Spring","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-04-14 8:00:00",2016-04-14 08:00:00,"Thursday",2016,12
"1196",2016-04-14,853,"No Event","Spring","Lunch"," wrap; chicken and cape cod kettle"," wrap; chicken and cod cape kettle"," wrap; chicken and chips cod cape kettle","13:00:00","2016-04-14 13:00:00",2016-04-14 13:00:00,"Thursday",2016,12
"1197",2016-04-14,1284,"No Event","Spring","Dinner"," steamed rice bison chili; turkey carrots;"," steamed bison rice chili; turkey carrots;"," steamed rice bison turkey chili; carrots;","18:00:00","2016-04-14 18:00:00",2016-04-14 18:00:00,"Thursday",2016,12
"1198",2016-04-15,825,"No Event","Spring","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-04-15 8:00:00",2016-04-15 08:00:00,"Friday",2016,13
"1199",2016-04-15,813,"No Event","Spring","Lunch"," fried green catfish sweet potato hoagie; tomato tortilla sandwich;"," fried tomato sweet potato green sandwich; catfish hoagie; tortilla"," fried tomato green sandwich; hoagie; catfish tortilla sweet potato","13:00:00","2016-04-15 13:00:00",2016-04-15 13:00:00,"Friday",2016,13
"1200",2016-04-15,802,"No Event","Spring","Dinner"," chimichurri sauce; steak; grilled flank verde valencia; potatoes; paella mediterranean rojo"," sauce; chimichurri flank verde steak; rojo grilled"," sauce; chimichurri flank verde steak; rojo grilled","18:00:00","2016-04-15 18:00:00",2016-04-15 18:00:00,"Friday",2016,13
"1201",2016-04-16,506,"No Event","Spring","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-04-16 8:00:00",2016-04-16 08:00:00,"Saturday",2016,13
"1202",2016-04-16,655,"No Event","Spring","Lunch"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","13:00:00","2016-04-16 13:00:00",2016-04-16 13:00:00,"Saturday",2016,13
"1203",2016-04-16,834,"No Event","Spring","Dinner"," bar noodle"," bar noodle"," bar noodle","18:00:00","2016-04-16 18:00:00",2016-04-16 18:00:00,"Saturday",2016,13
"1204",2016-04-17,314,"No Event","Spring","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-04-17 8:00:00",2016-04-17 08:00:00,"Sunday",2016,13
"1205",2016-04-17,656,"No Event","Spring","Lunch"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","13:00:00","2016-04-17 13:00:00",2016-04-17 13:00:00,"Sunday",2016,13
"1206",2016-04-17,835,"No Event","Spring","Dinner"," salmon; delmonico of seasonal vegetables; gratin"," delmonico salmon; seasonal gratin of vegetables;"," delmonico salmon; seasonal gratin of vegetables;","18:00:00","2016-04-17 18:00:00",2016-04-17 18:00:00,"Sunday",2016,13
"1207",2016-04-18,849,"No Event","Spring","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-04-18 8:00:00",2016-04-18 08:00:00,"Monday",2016,13
"1208",2016-04-18,641,"No Event","Spring","Lunch"," sausage patty; sausage); egg (no mccharlie tater chicken"," sausage patty; chicken sandwich; (no mccharlie sausage); tater egg"," sausage patty; chicken sandwich; (no mccharlie sausage); tater egg","13:00:00","2016-04-18 13:00:00",2016-04-18 13:00:00,"Monday",2016,13
"1209",2016-04-18,1395,"No Event","Spring","Dinner"," tortilla; corn fajita filling; chicken with"," tortilla; corn fajita filling; chicken with"," tortilla; filling; fajita corn chicken black","18:00:00","2016-04-18 18:00:00",2016-04-18 18:00:00,"Monday",2016,13
"1210",2016-04-19,843,"No Event","Spring","Breakfast"," free cage egg; scrambled hard boiled bacon;"," cage free egg; scrambled bacon; hard boiled"," free cage egg; scrambled bacon; boiled hard","8:00:00","2016-04-19 8:00:00",2016-04-19 08:00:00,"Tuesday",2016,13
"1211",2016-04-19,765,"No Event","Spring","Lunch"," hot burger; hamburger beef all dog"," hot burger; hamburger french dog beef all"," hot burger; hamburger french dog beef all","13:00:00","2016-04-19 13:00:00",2016-04-19 13:00:00,"Tuesday",2016,13
